"CISP";"AISP";"RISP";"Município";"Mês";"Ano";"Feminicídio";"Tentativa de feminicídio";"Fase"
1;5;1;"Rio de Janeiro";"3";"2026";0;0;2
4;5;1;"Rio de Janeiro";"3";"2026";0;0;2
5;5;1;"Rio de Janeiro";"3";"2026";0;0;2
6;4;1;"Rio de Janeiro";"3";"2026";0;0;2
7;5;1;"Rio de Janeiro";"3";"2026";0;0;2
9;2;1;"Rio de Janeiro";"3";"2026";0;0;2
10;2;1;"Rio de Janeiro";"3";"2026";0;0;2
11;23;1;"Rio de Janeiro";"3";"2026";0;0;2
12;19;1;"Rio de Janeiro";"3";"2026";0;0;2
13;19;1;"Rio de Janeiro";"3";"2026";0;0;2
14;23;1;"Rio de Janeiro";"3";"2026";0;0;2
15;23;1;"Rio de Janeiro";"3";"2026";0;0;2
16;31;2;"Rio de Janeiro";"3";"2026";0;0;2
17;4;1;"Rio de Janeiro";"3";"2026";0;0;2
18;6;1;"Rio de Janeiro";"3";"2026";0;0;2
19;6;1;"Rio de Janeiro";"3";"2026";0;0;2
20;6;1;"Rio de Janeiro";"3";"2026";0;0;2
21;22;1;"Rio de Janeiro";"3";"2026";0;0;2
22;16;1;"Rio de Janeiro";"3";"2026";0;1;2
23;3;1;"Rio de Janeiro";"3";"2026";0;0;2
24;3;1;"Rio de Janeiro";"3";"2026";0;1;2
25;3;1;"Rio de Janeiro";"3";"2026";0;0;2
26;3;1;"Rio de Janeiro";"3";"2026";0;0;2
27;41;2;"Rio de Janeiro";"3";"2026";0;0;2
28;18;2;"Rio de Janeiro";"3";"2026";0;0;2
29;9;2;"Rio de Janeiro";"3";"2026";0;0;2
30;9;2;"Rio de Janeiro";"3";"2026";0;1;2
31;41;2;"Rio de Janeiro";"3";"2026";0;0;2
32;18;2;"Rio de Janeiro";"3";"2026";0;1;2
33;14;2;"Rio de Janeiro";"3";"2026";0;0;2
34;14;2;"Rio de Janeiro";"3";"2026";0;1;2
35;40;2;"Rio de Janeiro";"3";"2026";0;3;2
36;27;2;"Rio de Janeiro";"3";"2026";0;0;2
37;17;1;"Rio de Janeiro";"3";"2026";0;0;2
38;16;1;"Rio de Janeiro";"3";"2026";0;0;2
39;41;2;"Rio de Janeiro";"3";"2026";0;1;2
40;9;2;"Rio de Janeiro";"3";"2026";0;0;2
41;18;2;"Rio de Janeiro";"3";"2026";0;1;2
42;31;2;"Rio de Janeiro";"3";"2026";0;1;2
43;27;2;"Rio de Janeiro";"3";"2026";0;0;2
44;3;1;"Rio de Janeiro";"3";"2026";0;0;2
48;24;3;"Seropédica";"3";"2026";0;0;2
50;24;3;"Itaguaí";"3";"2026";0;0;2
51;24;3;"Paracambi";"3";"2026";0;0;2
52;20;3;"Nova Iguaçu";"3";"2026";0;1;2
53;20;3;"Mesquita";"3";"2026";0;0;2
54;39;3;"Belford Roxo";"3";"2026";0;0;2
55;24;3;"Queimados";"3";"2026";0;1;2
56;20;3;"Nova Iguaçu";"3";"2026";0;0;2
57;20;3;"Nilópolis";"3";"2026";0;0;2
58;20;3;"Nova Iguaçu";"3";"2026";3;3;2
59;15;3;"Duque de Caxias";"3";"2026";0;2;2
60;15;3;"Duque de Caxias";"3";"2026";0;0;2
61;15;3;"Duque de Caxias";"3";"2026";0;0;2
62;15;3;"Duque de Caxias";"3";"2026";1;0;2
63;24;3;"Japeri";"3";"2026";1;0;2
64;21;3;"São João de Meriti";"3";"2026";0;2;2
65;34;3;"Magé";"3";"2026";0;1;2
66;34;3;"Magé";"3";"2026";1;2;2
67;34;3;"Guapimirim";"3";"2026";0;0;2
70;35;4;"Tanguá";"3";"2026";0;1;2
71;35;4;"Itaboraí";"3";"2026";0;0;2
72;1;4;"São Gonçalo";"3";"2026";0;0;2
73;1;4;"São Gonçalo";"3";"2026";0;1;2
74;7;4;"São Gonçalo";"3";"2026";1;0;2
75;7;4;"São Gonçalo";"3";"2026";0;0;2
76;12;4;"Niterói";"3";"2026";0;0;2
77;12;4;"Niterói";"3";"2026";0;0;2
78;12;4;"Niterói";"3";"2026";0;0;2
79;12;4;"Niterói";"3";"2026";0;0;2
81;12;4;"Niterói";"3";"2026";0;0;2
82;12;4;"Maricá";"3";"2026";0;1;2
88;10;5;"Barra do Piraí";"3";"2026";0;1;2
89;37;5;"Resende";"3";"2026";0;0;2
90;28;5;"Barra Mansa";"3";"2026";0;0;2
91;10;5;"Valença";"3";"2026";0;0;2
92;10;5;"Rio das Flores";"3";"2026";0;0;2
93;28;5;"Volta Redonda";"3";"2026";0;0;2
94;10;5;"Piraí";"3";"2026";0;0;2
95;10;5;"Vassouras";"3";"2026";0;3;2
96;10;5;"Miguel Pereira";"3";"2026";0;0;2
96;10;5;"Paty do Alferes";"3";"2026";0;0;2
97;10;5;"Mendes";"3";"2026";0;0;2
98;10;5;"Engenheiro Paulo de Frontin";"3";"2026";0;0;2
99;37;5;"Itatiaia";"3";"2026";0;0;2
100;37;5;"Porto Real";"3";"2026";0;1;2
100;37;5;"Quatis";"3";"2026";0;0;2
101;28;5;"Pinheiral";"3";"2026";0;0;2
104;30;7;"São José do Vale do Rio Preto";"3";"2026";0;0;2
105;26;7;"Petrópolis";"3";"2026";0;1;2
106;26;7;"Petrópolis";"3";"2026";0;0;2
107;38;7;"Paraíba do Sul";"3";"2026";0;0;2
108;38;7;"Areal";"3";"2026";0;0;2
108;38;7;"Comendador Levy Gasparian";"3";"2026";0;0;2
108;38;7;"Três Rios";"3";"2026";0;0;2
109;38;7;"Sapucaia";"3";"2026";0;0;2
110;30;7;"Teresópolis";"3";"2026";0;1;2
111;30;7;"Sumidouro";"3";"2026";0;0;2
112;30;7;"Carmo";"3";"2026";0;0;2
118;25;4;"Araruama";"3";"2026";0;0;2
119;35;4;"Rio Bonito";"3";"2026";0;0;2
120;35;4;"Silva Jardim";"3";"2026";0;0;2
121;32;6;"Casimiro de Abreu";"3";"2026";0;0;2
122;32;6;"Conceição de Macabu";"3";"2026";0;0;2
123;32;6;"Macaé";"3";"2026";0;2;2
124;25;4;"Saquarema";"3";"2026";0;0;2
125;25;4;"São Pedro da Aldeia";"3";"2026";0;0;2
126;25;4;"Cabo Frio";"3";"2026";0;0;2
127;25;4;"Armação dos Búzios";"3";"2026";0;0;2
128;32;6;"Rio das Ostras";"3";"2026";0;0;2
129;25;4;"Iguaba Grande";"3";"2026";0;0;2
130;32;6;"Carapebus";"3";"2026";0;0;2
130;32;6;"Quissamã";"3";"2026";0;1;2
132;25;4;"Arraial do Cabo";"3";"2026";0;0;2
134;8;6;"Campos dos Goytacazes";"3";"2026";0;0;2
135;36;6;"Itaocara";"3";"2026";0;0;2
136;36;6;"Aperibé";"3";"2026";0;0;2
136;36;6;"Santo Antônio de Pádua";"3";"2026";0;0;2
137;36;6;"Miracema";"3";"2026";0;0;2
138;29;6;"Laje do Muriaé";"3";"2026";0;0;2
139;29;6;"Porciúncula";"3";"2026";0;0;2
140;29;6;"Natividade";"3";"2026";0;0;2
140;29;6;"Varre-Sai";"3";"2026";0;0;2
141;8;6;"São Fidélis";"3";"2026";0;0;2
142;36;6;"Cambuci";"3";"2026";0;0;2
143;29;6;"Itaperuna";"3";"2026";0;0;2
143;29;6;"São José de Ubá";"3";"2026";0;0;2
144;29;6;"Bom Jesus do Itabapoana";"3";"2026";0;0;2
145;8;6;"São João da Barra";"3";"2026";0;1;2
146;8;6;"Campos dos Goytacazes";"3";"2026";0;1;2
147;8;6;"São Francisco de Itabapoana";"3";"2026";0;0;2
148;29;6;"Cardoso Moreira";"3";"2026";0;0;2
148;29;6;"Italva";"3";"2026";0;0;2
151;11;7;"Nova Friburgo";"3";"2026";0;0;2
152;11;7;"Duas Barras";"3";"2026";0;0;2
153;11;7;"Cantagalo";"3";"2026";0;0;2
154;11;7;"Cordeiro";"3";"2026";0;0;2
154;11;7;"Macuco";"3";"2026";0;0;2
155;36;6;"São Sebastião do Alto";"3";"2026";0;0;2
156;11;7;"Santa Maria Madalena";"3";"2026";0;0;2
157;11;7;"Trajano de Moraes";"3";"2026";0;0;2
158;11;7;"Bom Jardim";"3";"2026";0;1;2
159;35;4;"Cachoeiras de Macacu";"3";"2026";0;0;2
165;33;5;"Mangaratiba";"3";"2026";0;0;2
166;33;5;"Angra dos Reis";"3";"2026";0;1;2
167;43;5;"Paraty";"3";"2026";1;0;2
168;28;5;"Rio Claro";"3";"2026";0;0;2
1;5;1;"Rio de Janeiro";"2";"2026";0;0;2
4;5;1;"Rio de Janeiro";"2";"2026";0;0;2
5;5;1;"Rio de Janeiro";"2";"2026";0;0;2
6;4;1;"Rio de Janeiro";"2";"2026";0;0;2
7;5;1;"Rio de Janeiro";"2";"2026";0;0;2
9;2;1;"Rio de Janeiro";"2";"2026";0;0;2
10;2;1;"Rio de Janeiro";"2";"2026";0;0;2
11;23;1;"Rio de Janeiro";"2";"2026";0;0;2
12;19;1;"Rio de Janeiro";"2";"2026";0;0;2
13;19;1;"Rio de Janeiro";"2";"2026";0;0;2
14;23;1;"Rio de Janeiro";"2";"2026";0;0;2
15;23;1;"Rio de Janeiro";"2";"2026";0;0;2
16;31;2;"Rio de Janeiro";"2";"2026";0;1;2
17;4;1;"Rio de Janeiro";"2";"2026";0;0;2
18;6;1;"Rio de Janeiro";"2";"2026";0;0;2
19;6;1;"Rio de Janeiro";"2";"2026";0;1;2
20;6;1;"Rio de Janeiro";"2";"2026";0;0;2
21;22;1;"Rio de Janeiro";"2";"2026";0;0;2
22;16;1;"Rio de Janeiro";"2";"2026";0;0;2
23;3;1;"Rio de Janeiro";"2";"2026";0;0;2
24;3;1;"Rio de Janeiro";"2";"2026";0;1;2
25;3;1;"Rio de Janeiro";"2";"2026";0;0;2
26;3;1;"Rio de Janeiro";"2";"2026";0;0;2
27;41;2;"Rio de Janeiro";"2";"2026";0;0;2
28;18;2;"Rio de Janeiro";"2";"2026";0;0;2
29;9;2;"Rio de Janeiro";"2";"2026";1;0;2
30;9;2;"Rio de Janeiro";"2";"2026";0;0;2
31;41;2;"Rio de Janeiro";"2";"2026";0;1;2
32;18;2;"Rio de Janeiro";"2";"2026";0;1;2
33;14;2;"Rio de Janeiro";"2";"2026";0;0;2
34;14;2;"Rio de Janeiro";"2";"2026";0;2;2
35;40;2;"Rio de Janeiro";"2";"2026";0;1;2
36;27;2;"Rio de Janeiro";"2";"2026";0;3;2
37;17;1;"Rio de Janeiro";"2";"2026";0;0;2
38;16;1;"Rio de Janeiro";"2";"2026";0;1;2
39;41;2;"Rio de Janeiro";"2";"2026";0;0;2
40;9;2;"Rio de Janeiro";"2";"2026";0;0;2
41;18;2;"Rio de Janeiro";"2";"2026";0;0;2
42;31;2;"Rio de Janeiro";"2";"2026";0;0;2
43;27;2;"Rio de Janeiro";"2";"2026";0;0;2
44;3;1;"Rio de Janeiro";"2";"2026";0;2;2
48;24;3;"Seropédica";"2";"2026";0;0;2
50;24;3;"Itaguaí";"2";"2026";0;0;2
51;24;3;"Paracambi";"2";"2026";0;0;2
52;20;3;"Nova Iguaçu";"2";"2026";0;1;2
53;20;3;"Mesquita";"2";"2026";0;0;2
54;39;3;"Belford Roxo";"2";"2026";0;0;2
55;24;3;"Queimados";"2";"2026";0;0;2
56;20;3;"Nova Iguaçu";"2";"2026";0;1;2
57;20;3;"Nilópolis";"2";"2026";0;0;2
58;20;3;"Nova Iguaçu";"2";"2026";0;1;2
59;15;3;"Duque de Caxias";"2";"2026";0;0;2
60;15;3;"Duque de Caxias";"2";"2026";0;0;2
61;15;3;"Duque de Caxias";"2";"2026";0;0;2
62;15;3;"Duque de Caxias";"2";"2026";0;0;2
63;24;3;"Japeri";"2";"2026";0;0;2
64;21;3;"São João de Meriti";"2";"2026";0;0;2
65;34;3;"Magé";"2";"2026";0;0;2
66;34;3;"Magé";"2";"2026";0;0;2
67;34;3;"Guapimirim";"2";"2026";0;0;2
70;35;4;"Tanguá";"2";"2026";0;0;2
71;35;4;"Itaboraí";"2";"2026";0;0;2
72;1;4;"São Gonçalo";"2";"2026";0;1;2
73;1;4;"São Gonçalo";"2";"2026";0;0;2
74;7;4;"São Gonçalo";"2";"2026";1;0;2
75;7;4;"São Gonçalo";"2";"2026";0;0;2
76;12;4;"Niterói";"2";"2026";0;0;2
77;12;4;"Niterói";"2";"2026";0;0;2
78;12;4;"Niterói";"2";"2026";0;0;2
79;12;4;"Niterói";"2";"2026";0;0;2
81;12;4;"Niterói";"2";"2026";0;0;2
82;12;4;"Maricá";"2";"2026";1;0;2
88;10;5;"Barra do Piraí";"2";"2026";0;0;2
89;37;5;"Resende";"2";"2026";0;0;2
90;28;5;"Barra Mansa";"2";"2026";0;0;2
91;10;5;"Valença";"2";"2026";0;0;2
92;10;5;"Rio das Flores";"2";"2026";0;0;2
93;28;5;"Volta Redonda";"2";"2026";0;0;2
94;10;5;"Piraí";"2";"2026";0;0;2
95;10;5;"Vassouras";"2";"2026";0;0;2
96;10;5;"Miguel Pereira";"2";"2026";0;0;2
96;10;5;"Paty do Alferes";"2";"2026";0;0;2
97;10;5;"Mendes";"2";"2026";0;0;2
98;10;5;"Engenheiro Paulo de Frontin";"2";"2026";0;0;2
99;37;5;"Itatiaia";"2";"2026";0;0;2
100;37;5;"Porto Real";"2";"2026";0;0;2
100;37;5;"Quatis";"2";"2026";0;0;2
101;28;5;"Pinheiral";"2";"2026";0;0;2
104;30;7;"São José do Vale do Rio Preto";"2";"2026";0;0;2
105;26;7;"Petrópolis";"2";"2026";0;0;2
106;26;7;"Petrópolis";"2";"2026";0;0;2
107;38;7;"Paraíba do Sul";"2";"2026";0;0;2
108;38;7;"Areal";"2";"2026";0;0;2
108;38;7;"Comendador Levy Gasparian";"2";"2026";0;0;2
108;38;7;"Três Rios";"2";"2026";0;0;2
109;38;7;"Sapucaia";"2";"2026";0;0;2
110;30;7;"Teresópolis";"2";"2026";0;0;2
111;30;7;"Sumidouro";"2";"2026";0;0;2
112;30;7;"Carmo";"2";"2026";0;0;2
118;25;4;"Araruama";"2";"2026";0;1;2
119;35;4;"Rio Bonito";"2";"2026";0;0;2
120;35;4;"Silva Jardim";"2";"2026";0;0;2
121;32;6;"Casimiro de Abreu";"2";"2026";0;0;2
122;32;6;"Conceição de Macabu";"2";"2026";0;0;2
123;32;6;"Macaé";"2";"2026";0;0;2
124;25;4;"Saquarema";"2";"2026";0;0;2
125;25;4;"São Pedro da Aldeia";"2";"2026";0;0;2
126;25;4;"Cabo Frio";"2";"2026";0;0;2
127;25;4;"Armação dos Búzios";"2";"2026";0;1;2
128;32;6;"Rio das Ostras";"2";"2026";0;0;2
129;25;4;"Iguaba Grande";"2";"2026";0;0;2
130;32;6;"Carapebus";"2";"2026";0;0;2
130;32;6;"Quissamã";"2";"2026";0;0;2
132;25;4;"Arraial do Cabo";"2";"2026";0;0;2
134;8;6;"Campos dos Goytacazes";"2";"2026";0;0;2
135;36;6;"Itaocara";"2";"2026";0;0;2
136;36;6;"Aperibé";"2";"2026";0;0;2
136;36;6;"Santo Antônio de Pádua";"2";"2026";0;0;2
137;36;6;"Miracema";"2";"2026";0;0;2
138;29;6;"Laje do Muriaé";"2";"2026";0;0;2
139;29;6;"Porciúncula";"2";"2026";0;0;2
140;29;6;"Natividade";"2";"2026";0;0;2
140;29;6;"Varre-Sai";"2";"2026";0;0;2
141;8;6;"São Fidélis";"2";"2026";0;0;2
142;36;6;"Cambuci";"2";"2026";0;0;2
143;29;6;"Itaperuna";"2";"2026";0;0;2
143;29;6;"São José de Ubá";"2";"2026";0;0;2
144;29;6;"Bom Jesus do Itabapoana";"2";"2026";0;0;2
145;8;6;"São João da Barra";"2";"2026";0;0;2
146;8;6;"Campos dos Goytacazes";"2";"2026";0;0;2
147;8;6;"São Francisco de Itabapoana";"2";"2026";0;0;2
148;29;6;"Cardoso Moreira";"2";"2026";0;0;2
148;29;6;"Italva";"2";"2026";0;0;2
151;11;7;"Nova Friburgo";"2";"2026";0;2;2
152;11;7;"Duas Barras";"2";"2026";0;0;2
153;11;7;"Cantagalo";"2";"2026";0;0;2
154;11;7;"Cordeiro";"2";"2026";0;0;2
154;11;7;"Macuco";"2";"2026";0;0;2
155;36;6;"São Sebastião do Alto";"2";"2026";0;0;2
156;11;7;"Santa Maria Madalena";"2";"2026";0;0;2
157;11;7;"Trajano de Moraes";"2";"2026";0;0;2
158;11;7;"Bom Jardim";"2";"2026";0;0;2
159;35;4;"Cachoeiras de Macacu";"2";"2026";0;0;2
165;33;5;"Mangaratiba";"2";"2026";0;0;2
166;33;5;"Angra dos Reis";"2";"2026";0;0;2
167;43;5;"Paraty";"2";"2026";0;0;2
168;28;5;"Rio Claro";"2";"2026";0;0;2
1;5;1;"Rio de Janeiro";"1";"2026";0;0;2
4;5;1;"Rio de Janeiro";"1";"2026";0;0;2
5;5;1;"Rio de Janeiro";"1";"2026";0;0;2
6;4;1;"Rio de Janeiro";"1";"2026";0;1;2
7;5;1;"Rio de Janeiro";"1";"2026";0;0;2
9;2;1;"Rio de Janeiro";"1";"2026";0;0;2
10;2;1;"Rio de Janeiro";"1";"2026";0;0;2
11;23;1;"Rio de Janeiro";"1";"2026";0;0;2
12;19;1;"Rio de Janeiro";"1";"2026";0;0;2
13;19;1;"Rio de Janeiro";"1";"2026";0;0;2
14;23;1;"Rio de Janeiro";"1";"2026";0;0;2
15;23;1;"Rio de Janeiro";"1";"2026";0;1;2
16;31;2;"Rio de Janeiro";"1";"2026";0;1;2
17;4;1;"Rio de Janeiro";"1";"2026";0;0;2
18;6;1;"Rio de Janeiro";"1";"2026";0;0;2
19;6;1;"Rio de Janeiro";"1";"2026";0;1;2
20;6;1;"Rio de Janeiro";"1";"2026";0;0;2
21;22;1;"Rio de Janeiro";"1";"2026";0;1;2
22;16;1;"Rio de Janeiro";"1";"2026";0;1;2
23;3;1;"Rio de Janeiro";"1";"2026";0;0;2
24;3;1;"Rio de Janeiro";"1";"2026";1;0;2
25;3;1;"Rio de Janeiro";"1";"2026";0;0;2
26;3;1;"Rio de Janeiro";"1";"2026";0;0;2
27;41;2;"Rio de Janeiro";"1";"2026";0;0;2
28;18;2;"Rio de Janeiro";"1";"2026";0;0;2
29;9;2;"Rio de Janeiro";"1";"2026";0;0;2
30;9;2;"Rio de Janeiro";"1";"2026";0;1;2
31;41;2;"Rio de Janeiro";"1";"2026";0;0;2
32;18;2;"Rio de Janeiro";"1";"2026";0;3;2
33;14;2;"Rio de Janeiro";"1";"2026";0;0;2
34;14;2;"Rio de Janeiro";"1";"2026";0;0;2
35;40;2;"Rio de Janeiro";"1";"2026";1;0;2
36;27;2;"Rio de Janeiro";"1";"2026";0;1;2
37;17;1;"Rio de Janeiro";"1";"2026";0;0;2
38;16;1;"Rio de Janeiro";"1";"2026";0;1;2
39;41;2;"Rio de Janeiro";"1";"2026";0;2;2
40;9;2;"Rio de Janeiro";"1";"2026";0;0;2
41;18;2;"Rio de Janeiro";"1";"2026";0;0;2
42;31;2;"Rio de Janeiro";"1";"2026";0;0;2
43;27;2;"Rio de Janeiro";"1";"2026";0;0;2
44;3;1;"Rio de Janeiro";"1";"2026";0;0;2
48;24;3;"Seropédica";"1";"2026";0;0;2
50;24;3;"Itaguaí";"1";"2026";0;0;2
51;24;3;"Paracambi";"1";"2026";0;0;2
52;20;3;"Nova Iguaçu";"1";"2026";0;0;2
53;20;3;"Mesquita";"1";"2026";0;0;2
54;39;3;"Belford Roxo";"1";"2026";0;1;2
55;24;3;"Queimados";"1";"2026";0;0;2
56;20;3;"Nova Iguaçu";"1";"2026";0;0;2
57;20;3;"Nilópolis";"1";"2026";0;0;2
58;20;3;"Nova Iguaçu";"1";"2026";0;0;2
59;15;3;"Duque de Caxias";"1";"2026";1;0;2
60;15;3;"Duque de Caxias";"1";"2026";0;0;2
61;15;3;"Duque de Caxias";"1";"2026";1;0;2
62;15;3;"Duque de Caxias";"1";"2026";0;0;2
63;24;3;"Japeri";"1";"2026";0;1;2
64;21;3;"São João de Meriti";"1";"2026";0;1;2
65;34;3;"Magé";"1";"2026";0;0;2
66;34;3;"Magé";"1";"2026";0;1;2
67;34;3;"Guapimirim";"1";"2026";0;0;2
70;35;4;"Tanguá";"1";"2026";0;0;2
71;35;4;"Itaboraí";"1";"2026";1;1;2
72;1;4;"São Gonçalo";"1";"2026";0;0;2
73;1;4;"São Gonçalo";"1";"2026";1;1;2
74;7;4;"São Gonçalo";"1";"2026";0;0;2
75;7;4;"São Gonçalo";"1";"2026";0;0;2
76;12;4;"Niterói";"1";"2026";0;0;2
77;12;4;"Niterói";"1";"2026";0;0;2
78;12;4;"Niterói";"1";"2026";0;1;2
79;12;4;"Niterói";"1";"2026";0;0;2
81;12;4;"Niterói";"1";"2026";0;1;2
82;12;4;"Maricá";"1";"2026";0;0;2
88;10;5;"Barra do Piraí";"1";"2026";0;0;2
89;37;5;"Resende";"1";"2026";0;0;2
90;28;5;"Barra Mansa";"1";"2026";0;0;2
91;10;5;"Valença";"1";"2026";0;0;2
92;10;5;"Rio das Flores";"1";"2026";0;0;2
93;28;5;"Volta Redonda";"1";"2026";0;2;2
94;10;5;"Piraí";"1";"2026";0;0;2
95;10;5;"Vassouras";"1";"2026";0;0;2
96;10;5;"Miguel Pereira";"1";"2026";0;0;2
96;10;5;"Paty do Alferes";"1";"2026";0;0;2
97;10;5;"Mendes";"1";"2026";0;0;2
98;10;5;"Engenheiro Paulo de Frontin";"1";"2026";0;0;2
99;37;5;"Itatiaia";"1";"2026";0;0;2
100;37;5;"Porto Real";"1";"2026";0;0;2
100;37;5;"Quatis";"1";"2026";0;0;2
101;28;5;"Pinheiral";"1";"2026";0;0;2
104;30;7;"São José do Vale do Rio Preto";"1";"2026";0;0;2
105;26;7;"Petrópolis";"1";"2026";0;3;2
106;26;7;"Petrópolis";"1";"2026";0;0;2
107;38;7;"Paraíba do Sul";"1";"2026";0;0;2
108;38;7;"Areal";"1";"2026";0;0;2
108;38;7;"Comendador Levy Gasparian";"1";"2026";0;0;2
108;38;7;"Três Rios";"1";"2026";1;0;2
109;38;7;"Sapucaia";"1";"2026";0;0;2
110;30;7;"Teresópolis";"1";"2026";0;0;2
111;30;7;"Sumidouro";"1";"2026";0;0;2
112;30;7;"Carmo";"1";"2026";0;0;2
118;25;4;"Araruama";"1";"2026";0;1;2
119;35;4;"Rio Bonito";"1";"2026";0;0;2
120;35;4;"Silva Jardim";"1";"2026";0;0;2
121;32;6;"Casimiro de Abreu";"1";"2026";0;0;2
122;32;6;"Conceição de Macabu";"1";"2026";0;0;2
123;32;6;"Macaé";"1";"2026";0;0;2
124;25;4;"Saquarema";"1";"2026";0;2;2
125;25;4;"São Pedro da Aldeia";"1";"2026";0;0;2
126;25;4;"Cabo Frio";"1";"2026";0;1;2
127;25;4;"Armação dos Búzios";"1";"2026";0;0;2
128;32;6;"Rio das Ostras";"1";"2026";0;0;2
129;25;4;"Iguaba Grande";"1";"2026";0;0;2
130;32;6;"Carapebus";"1";"2026";0;0;2
130;32;6;"Quissamã";"1";"2026";0;0;2
132;25;4;"Arraial do Cabo";"1";"2026";0;0;2
134;8;6;"Campos dos Goytacazes";"1";"2026";2;0;2
135;36;6;"Itaocara";"1";"2026";0;0;2
136;36;6;"Aperibé";"1";"2026";0;0;2
136;36;6;"Santo Antônio de Pádua";"1";"2026";0;0;2
137;36;6;"Miracema";"1";"2026";0;0;2
138;29;6;"Laje do Muriaé";"1";"2026";0;0;2
139;29;6;"Porciúncula";"1";"2026";0;0;2
140;29;6;"Natividade";"1";"2026";0;0;2
140;29;6;"Varre-Sai";"1";"2026";0;0;2
141;8;6;"São Fidélis";"1";"2026";0;0;2
142;36;6;"Cambuci";"1";"2026";0;0;2
143;29;6;"Itaperuna";"1";"2026";0;0;2
143;29;6;"São José de Ubá";"1";"2026";0;0;2
144;29;6;"Bom Jesus do Itabapoana";"1";"2026";0;2;2
145;8;6;"São João da Barra";"1";"2026";0;1;2
146;8;6;"Campos dos Goytacazes";"1";"2026";0;0;2
147;8;6;"São Francisco de Itabapoana";"1";"2026";0;0;2
148;29;6;"Cardoso Moreira";"1";"2026";0;0;2
148;29;6;"Italva";"1";"2026";0;0;2
151;11;7;"Nova Friburgo";"1";"2026";0;1;2
152;11;7;"Duas Barras";"1";"2026";0;0;2
153;11;7;"Cantagalo";"1";"2026";0;0;2
154;11;7;"Cordeiro";"1";"2026";0;0;2
154;11;7;"Macuco";"1";"2026";0;0;2
155;36;6;"São Sebastião do Alto";"1";"2026";0;0;2
156;11;7;"Santa Maria Madalena";"1";"2026";0;0;2
157;11;7;"Trajano de Moraes";"1";"2026";0;0;2
158;11;7;"Bom Jardim";"1";"2026";0;0;2
159;35;4;"Cachoeiras de Macacu";"1";"2026";0;0;2
165;33;5;"Mangaratiba";"1";"2026";0;0;2
166;33;5;"Angra dos Reis";"1";"2026";0;0;2
167;43;5;"Paraty";"1";"2026";0;0;2
168;28;5;"Rio Claro";"1";"2026";0;0;2
1;5;1;"Rio de Janeiro";"12";"2025";0;1;3
4;5;1;"Rio de Janeiro";"12";"2025";0;0;3
5;5;1;"Rio de Janeiro";"12";"2025";0;0;3
6;4;1;"Rio de Janeiro";"12";"2025";0;0;3
7;5;1;"Rio de Janeiro";"12";"2025";1;0;3
9;2;1;"Rio de Janeiro";"12";"2025";0;0;3
10;2;1;"Rio de Janeiro";"12";"2025";0;0;3
11;23;1;"Rio de Janeiro";"12";"2025";0;0;3
12;19;1;"Rio de Janeiro";"12";"2025";0;0;3
13;19;1;"Rio de Janeiro";"12";"2025";0;0;3
14;23;1;"Rio de Janeiro";"12";"2025";0;0;3
15;23;1;"Rio de Janeiro";"12";"2025";0;0;3
16;31;2;"Rio de Janeiro";"12";"2025";0;0;3
17;4;1;"Rio de Janeiro";"12";"2025";0;0;3
18;6;1;"Rio de Janeiro";"12";"2025";0;0;3
19;6;1;"Rio de Janeiro";"12";"2025";0;0;3
20;6;1;"Rio de Janeiro";"12";"2025";0;0;3
21;22;1;"Rio de Janeiro";"12";"2025";0;0;3
22;16;1;"Rio de Janeiro";"12";"2025";0;0;3
23;3;1;"Rio de Janeiro";"12";"2025";0;0;3
24;3;1;"Rio de Janeiro";"12";"2025";0;1;3
25;3;1;"Rio de Janeiro";"12";"2025";0;0;3
26;3;1;"Rio de Janeiro";"12";"2025";0;0;3
27;41;2;"Rio de Janeiro";"12";"2025";0;0;3
28;18;2;"Rio de Janeiro";"12";"2025";0;0;3
29;9;2;"Rio de Janeiro";"12";"2025";0;0;3
30;9;2;"Rio de Janeiro";"12";"2025";0;0;3
31;41;2;"Rio de Janeiro";"12";"2025";0;0;3
32;18;2;"Rio de Janeiro";"12";"2025";0;1;3
33;14;2;"Rio de Janeiro";"12";"2025";0;1;3
34;14;2;"Rio de Janeiro";"12";"2025";0;1;3
35;40;2;"Rio de Janeiro";"12";"2025";1;1;3
36;27;2;"Rio de Janeiro";"12";"2025";4;0;3
37;17;1;"Rio de Janeiro";"12";"2025";0;0;3
38;16;1;"Rio de Janeiro";"12";"2025";1;0;3
39;41;2;"Rio de Janeiro";"12";"2025";1;1;3
40;9;2;"Rio de Janeiro";"12";"2025";0;1;3
41;18;2;"Rio de Janeiro";"12";"2025";0;0;3
42;31;2;"Rio de Janeiro";"12";"2025";0;0;3
43;27;2;"Rio de Janeiro";"12";"2025";0;1;3
44;3;1;"Rio de Janeiro";"12";"2025";0;0;3
48;24;3;"Seropédica";"12";"2025";0;0;3
50;24;3;"Itaguaí";"12";"2025";0;0;3
51;24;3;"Paracambi";"12";"2025";0;1;3
52;20;3;"Nova Iguaçu";"12";"2025";0;1;3
53;20;3;"Mesquita";"12";"2025";0;1;3
54;39;3;"Belford Roxo";"12";"2025";0;6;3
55;24;3;"Queimados";"12";"2025";0;0;3
