"CISP";"AISP";"RISP";"Município";"Mês";"Ano";"Feminicídio";"Tentativa de feminicídio";"Fase"
99;37;5;"Itatiaia";"8";"2022";0;0;3
100;37;5;"Porto Real";"8";"2022";0;0;3
100;37;5;"Quatis";"8";"2022";0;0;3
101;28;5;"Pinheiral";"8";"2022";0;0;3
104;30;7;"São José do Vale do Rio Preto";"8";"2022";0;0;3
105;26;7;"Petrópolis";"8";"2022";0;0;3
106;26;7;"Petrópolis";"8";"2022";0;0;3
107;38;7;"Paraíba do Sul";"8";"2022";0;0;3
108;38;7;"Areal";"8";"2022";0;0;3
108;38;7;"Comendador Levy Gasparian";"8";"2022";0;0;3
108;38;7;"Três Rios";"8";"2022";0;0;3
109;38;7;"Sapucaia";"8";"2022";0;0;3
110;30;7;"Teresópolis";"8";"2022";0;0;3
111;30;7;"Sumidouro";"8";"2022";0;0;3
112;30;7;"Carmo";"8";"2022";0;0;3
118;25;4;"Araruama";"8";"2022";0;0;3
119;35;4;"Rio Bonito";"8";"2022";0;0;3
120;35;4;"Silva Jardim";"8";"2022";0;0;3
121;32;6;"Casimiro de Abreu";"8";"2022";0;0;3
122;32;6;"Conceição de Macabu";"8";"2022";0;0;3
123;32;6;"Macaé";"8";"2022";0;3;3
124;25;4;"Saquarema";"8";"2022";0;0;3
125;25;4;"São Pedro da Aldeia";"8";"2022";0;0;3
126;25;4;"Cabo Frio";"8";"2022";0;1;3
127;25;4;"Armação dos Búzios";"8";"2022";1;0;3
128;32;6;"Rio das Ostras";"8";"2022";1;2;3
129;25;4;"Iguaba Grande";"8";"2022";0;0;3
130;32;6;"Carapebus";"8";"2022";0;0;3
130;32;6;"Quissamã";"8";"2022";0;0;3
132;25;4;"Arraial do Cabo";"8";"2022";0;0;3
134;8;6;"Campos dos Goytacazes";"8";"2022";1;0;3
135;36;6;"Itaocara";"8";"2022";0;0;3
136;36;6;"Aperibé";"8";"2022";0;0;3
136;36;6;"Santo Antônio de Pádua";"8";"2022";0;0;3
137;36;6;"Miracema";"8";"2022";0;0;3
138;29;6;"Laje do Muriaé";"8";"2022";0;0;3
139;29;6;"Porciúncula";"8";"2022";0;0;3
140;29;6;"Natividade";"8";"2022";0;0;3
140;29;6;"Varre-Sai";"8";"2022";0;0;3
141;8;6;"São Fidélis";"8";"2022";0;0;3
142;36;6;"Cambuci";"8";"2022";0;0;3
143;29;6;"Itaperuna";"8";"2022";0;0;3
143;29;6;"São José de Ubá";"8";"2022";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"8";"2022";0;0;3
145;8;6;"São João da Barra";"8";"2022";0;0;3
146;8;6;"Campos dos Goytacazes";"8";"2022";1;0;3
147;8;6;"São Francisco de Itabapoana";"8";"2022";0;0;3
148;29;6;"Cardoso Moreira";"8";"2022";0;0;3
148;29;6;"Italva";"8";"2022";0;0;3
151;11;7;"Nova Friburgo";"8";"2022";0;0;3
152;11;7;"Duas Barras";"8";"2022";0;0;3
153;11;7;"Cantagalo";"8";"2022";0;0;3
154;11;7;"Cordeiro";"8";"2022";0;0;3
154;11;7;"Macuco";"8";"2022";0;0;3
155;36;6;"São Sebastião do Alto";"8";"2022";0;0;3
156;11;7;"Santa Maria Madalena";"8";"2022";0;0;3
157;11;7;"Trajano de Moraes";"8";"2022";0;0;3
158;11;7;"Bom Jardim";"8";"2022";0;0;3
159;35;4;"Cachoeiras de Macacu";"8";"2022";0;0;3
165;33;5;"Mangaratiba";"8";"2022";0;0;3
166;33;5;"Angra dos Reis";"8";"2022";0;0;3
167;33;5;"Paraty";"8";"2022";0;0;3
168;28;5;"Rio Claro";"8";"2022";0;0;3
1;5;1;"Rio de Janeiro";"7";"2022";0;0;3
4;5;1;"Rio de Janeiro";"7";"2022";0;2;3
5;5;1;"Rio de Janeiro";"7";"2022";1;2;3
6;4;1;"Rio de Janeiro";"7";"2022";0;0;3
7;5;1;"Rio de Janeiro";"7";"2022";0;0;3
9;2;1;"Rio de Janeiro";"7";"2022";0;0;3
10;2;1;"Rio de Janeiro";"7";"2022";0;0;3
11;23;1;"Rio de Janeiro";"7";"2022";0;0;3
12;19;1;"Rio de Janeiro";"7";"2022";0;0;3
13;19;1;"Rio de Janeiro";"7";"2022";0;0;3
14;23;1;"Rio de Janeiro";"7";"2022";0;0;3
15;23;1;"Rio de Janeiro";"7";"2022";0;0;3
16;31;2;"Rio de Janeiro";"7";"2022";0;0;3
17;4;1;"Rio de Janeiro";"7";"2022";0;0;3
18;6;1;"Rio de Janeiro";"7";"2022";0;0;3
19;6;1;"Rio de Janeiro";"7";"2022";0;0;3
20;6;1;"Rio de Janeiro";"7";"2022";0;0;3
21;22;1;"Rio de Janeiro";"7";"2022";0;0;3
22;16;1;"Rio de Janeiro";"7";"2022";0;0;3
23;3;1;"Rio de Janeiro";"7";"2022";0;1;3
24;3;1;"Rio de Janeiro";"7";"2022";0;0;3
25;3;1;"Rio de Janeiro";"7";"2022";0;1;3
26;3;1;"Rio de Janeiro";"7";"2022";0;0;3
27;41;2;"Rio de Janeiro";"7";"2022";0;0;3
28;18;2;"Rio de Janeiro";"7";"2022";0;0;3
29;9;2;"Rio de Janeiro";"7";"2022";0;0;3
30;9;2;"Rio de Janeiro";"7";"2022";0;0;3
31;41;2;"Rio de Janeiro";"7";"2022";0;0;3
32;18;2;"Rio de Janeiro";"7";"2022";1;1;3
33;14;2;"Rio de Janeiro";"7";"2022";0;0;3
34;14;2;"Rio de Janeiro";"7";"2022";0;0;3
35;40;2;"Rio de Janeiro";"7";"2022";0;0;3
36;27;2;"Rio de Janeiro";"7";"2022";0;0;3
37;17;1;"Rio de Janeiro";"7";"2022";0;0;3
38;16;1;"Rio de Janeiro";"7";"2022";0;0;3
39;41;2;"Rio de Janeiro";"7";"2022";1;0;3
40;9;2;"Rio de Janeiro";"7";"2022";0;0;3
41;18;2;"Rio de Janeiro";"7";"2022";0;0;3
42;31;2;"Rio de Janeiro";"7";"2022";1;1;3
43;27;2;"Rio de Janeiro";"7";"2022";0;0;3
44;3;1;"Rio de Janeiro";"7";"2022";0;0;3
48;24;3;"Seropédica";"7";"2022";0;0;3
50;24;3;"Itaguaí";"7";"2022";0;1;3
51;24;3;"Paracambi";"7";"2022";0;0;3
52;20;3;"Nova Iguaçu";"7";"2022";0;0;3
53;20;3;"Mesquita";"7";"2022";0;0;3
54;39;3;"Belford Roxo";"7";"2022";0;0;3
55;24;3;"Queimados";"7";"2022";0;0;3
56;20;3;"Nova Iguaçu";"7";"2022";1;0;3
57;20;3;"Nilópolis";"7";"2022";0;0;3
58;20;3;"Nova Iguaçu";"7";"2022";0;1;3
59;15;3;"Duque de Caxias";"7";"2022";0;0;3
60;15;3;"Duque de Caxias";"7";"2022";0;1;3
61;15;3;"Duque de Caxias";"7";"2022";0;0;3
62;15;3;"Duque de Caxias";"7";"2022";0;2;3
63;24;3;"Japeri";"7";"2022";0;0;3
64;21;3;"São João de Meriti";"7";"2022";0;0;3
65;34;3;"Magé";"7";"2022";0;0;3
66;34;3;"Magé";"7";"2022";0;0;3
67;34;3;"Guapimirim";"7";"2022";0;0;3
70;35;4;"Tanguá";"7";"2022";0;0;3
71;35;4;"Itaboraí";"7";"2022";0;0;3
72;7;4;"São Gonçalo";"7";"2022";0;0;3
73;7;4;"São Gonçalo";"7";"2022";0;0;3
74;7;4;"São Gonçalo";"7";"2022";0;1;3
75;7;4;"São Gonçalo";"7";"2022";0;0;3
76;12;4;"Niterói";"7";"2022";0;0;3
77;12;4;"Niterói";"7";"2022";0;0;3
78;12;4;"Niterói";"7";"2022";0;0;3
79;12;4;"Niterói";"7";"2022";0;0;3
81;12;4;"Niterói";"7";"2022";1;0;3
82;12;4;"Maricá";"7";"2022";0;0;3
88;10;5;"Barra do Piraí";"7";"2022";0;0;3
89;37;5;"Resende";"7";"2022";0;0;3
90;28;5;"Barra Mansa";"7";"2022";1;0;3
91;10;5;"Valença";"7";"2022";1;0;3
92;10;5;"Rio das Flores";"7";"2022";0;0;3
93;28;5;"Volta Redonda";"7";"2022";0;0;3
94;10;5;"Piraí";"7";"2022";0;0;3
95;10;5;"Vassouras";"7";"2022";0;0;3
96;10;5;"Miguel Pereira";"7";"2022";0;0;3
96;10;5;"Paty do Alferes";"7";"2022";0;0;3
97;10;5;"Mendes";"7";"2022";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"7";"2022";0;0;3
99;37;5;"Itatiaia";"7";"2022";0;0;3
100;37;5;"Porto Real";"7";"2022";0;0;3
100;37;5;"Quatis";"7";"2022";0;0;3
101;28;5;"Pinheiral";"7";"2022";0;0;3
104;30;7;"São José do Vale do Rio Preto";"7";"2022";0;0;3
105;26;7;"Petrópolis";"7";"2022";0;0;3
106;26;7;"Petrópolis";"7";"2022";0;0;3
107;38;7;"Paraíba do Sul";"7";"2022";0;0;3
108;38;7;"Areal";"7";"2022";0;0;3
108;38;7;"Comendador Levy Gasparian";"7";"2022";0;0;3
108;38;7;"Três Rios";"7";"2022";0;0;3
109;38;7;"Sapucaia";"7";"2022";0;0;3
110;30;7;"Teresópolis";"7";"2022";0;1;3
111;30;7;"Sumidouro";"7";"2022";0;0;3
112;30;7;"Carmo";"7";"2022";0;0;3
118;25;4;"Araruama";"7";"2022";0;0;3
119;35;4;"Rio Bonito";"7";"2022";0;0;3
120;35;4;"Silva Jardim";"7";"2022";0;0;3
121;32;6;"Casimiro de Abreu";"7";"2022";0;0;3
122;32;6;"Conceição de Macabu";"7";"2022";0;0;3
123;32;6;"Macaé";"7";"2022";0;0;3
124;25;4;"Saquarema";"7";"2022";1;0;3
125;25;4;"São Pedro da Aldeia";"7";"2022";0;0;3
126;25;4;"Cabo Frio";"7";"2022";0;1;3
127;25;4;"Armação dos Búzios";"7";"2022";0;0;3
128;32;6;"Rio das Ostras";"7";"2022";0;0;3
129;25;4;"Iguaba Grande";"7";"2022";0;0;3
130;32;6;"Carapebus";"7";"2022";0;0;3
130;32;6;"Quissamã";"7";"2022";0;0;3
132;25;4;"Arraial do Cabo";"7";"2022";0;0;3
134;8;6;"Campos dos Goytacazes";"7";"2022";0;0;3
135;36;6;"Itaocara";"7";"2022";0;0;3
136;36;6;"Aperibé";"7";"2022";0;0;3
136;36;6;"Santo Antônio de Pádua";"7";"2022";0;0;3
137;36;6;"Miracema";"7";"2022";0;0;3
138;29;6;"Laje do Muriaé";"7";"2022";0;0;3
139;29;6;"Porciúncula";"7";"2022";0;0;3
140;29;6;"Natividade";"7";"2022";0;0;3
140;29;6;"Varre-Sai";"7";"2022";0;0;3
141;8;6;"São Fidélis";"7";"2022";0;0;3
142;36;6;"Cambuci";"7";"2022";0;0;3
143;29;6;"Itaperuna";"7";"2022";1;0;3
143;29;6;"São José de Ubá";"7";"2022";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"7";"2022";0;0;3
145;8;6;"São João da Barra";"7";"2022";0;0;3
146;8;6;"Campos dos Goytacazes";"7";"2022";1;0;3
147;8;6;"São Francisco de Itabapoana";"7";"2022";0;0;3
148;29;6;"Cardoso Moreira";"7";"2022";0;0;3
148;29;6;"Italva";"7";"2022";0;1;3
151;11;7;"Nova Friburgo";"7";"2022";0;0;3
152;11;7;"Duas Barras";"7";"2022";0;0;3
153;11;7;"Cantagalo";"7";"2022";0;0;3
154;11;7;"Cordeiro";"7";"2022";0;0;3
154;11;7;"Macuco";"7";"2022";0;0;3
155;36;6;"São Sebastião do Alto";"7";"2022";0;0;3
156;11;7;"Santa Maria Madalena";"7";"2022";0;0;3
157;11;7;"Trajano de Moraes";"7";"2022";0;0;3
158;11;7;"Bom Jardim";"7";"2022";0;0;3
159;35;4;"Cachoeiras de Macacu";"7";"2022";0;0;3
165;33;5;"Mangaratiba";"7";"2022";0;0;3
166;33;5;"Angra dos Reis";"7";"2022";0;0;3
167;33;5;"Paraty";"7";"2022";0;0;3
168;28;5;"Rio Claro";"7";"2022";0;1;3
1;5;1;"Rio de Janeiro";"6";"2022";0;0;3
4;5;1;"Rio de Janeiro";"6";"2022";0;0;3
5;5;1;"Rio de Janeiro";"6";"2022";0;0;3
6;4;1;"Rio de Janeiro";"6";"2022";0;1;3
7;5;1;"Rio de Janeiro";"6";"2022";0;0;3
9;2;1;"Rio de Janeiro";"6";"2022";0;0;3
10;2;1;"Rio de Janeiro";"6";"2022";0;0;3
11;23;1;"Rio de Janeiro";"6";"2022";0;0;3
12;19;1;"Rio de Janeiro";"6";"2022";0;0;3
13;19;1;"Rio de Janeiro";"6";"2022";0;0;3
14;23;1;"Rio de Janeiro";"6";"2022";0;0;3
15;23;1;"Rio de Janeiro";"6";"2022";0;0;3
16;31;2;"Rio de Janeiro";"6";"2022";0;0;3
17;4;1;"Rio de Janeiro";"6";"2022";0;0;3
18;6;1;"Rio de Janeiro";"6";"2022";0;0;3
19;6;1;"Rio de Janeiro";"6";"2022";0;0;3
20;6;1;"Rio de Janeiro";"6";"2022";0;0;3
21;22;1;"Rio de Janeiro";"6";"2022";0;0;3
22;16;1;"Rio de Janeiro";"6";"2022";0;0;3
23;3;1;"Rio de Janeiro";"6";"2022";0;0;3
24;3;1;"Rio de Janeiro";"6";"2022";0;0;3
25;3;1;"Rio de Janeiro";"6";"2022";0;0;3
26;3;1;"Rio de Janeiro";"6";"2022";0;0;3
27;41;2;"Rio de Janeiro";"6";"2022";0;0;3
28;18;2;"Rio de Janeiro";"6";"2022";0;0;3
29;9;2;"Rio de Janeiro";"6";"2022";0;0;3
30;9;2;"Rio de Janeiro";"6";"2022";0;0;3
31;41;2;"Rio de Janeiro";"6";"2022";0;0;3
32;18;2;"Rio de Janeiro";"6";"2022";0;0;3
33;14;2;"Rio de Janeiro";"6";"2022";0;0;3
34;14;2;"Rio de Janeiro";"6";"2022";0;0;3
35;40;2;"Rio de Janeiro";"6";"2022";1;0;3
36;27;2;"Rio de Janeiro";"6";"2022";0;0;3
37;17;1;"Rio de Janeiro";"6";"2022";0;0;3
38;16;1;"Rio de Janeiro";"6";"2022";0;0;3
39;41;2;"Rio de Janeiro";"6";"2022";0;0;3
40;9;2;"Rio de Janeiro";"6";"2022";0;0;3
41;18;2;"Rio de Janeiro";"6";"2022";0;0;3
42;31;2;"Rio de Janeiro";"6";"2022";0;0;3
43;27;2;"Rio de Janeiro";"6";"2022";0;0;3
44;3;1;"Rio de Janeiro";"6";"2022";0;0;3
48;24;3;"Seropédica";"6";"2022";0;0;3
50;24;3;"Itaguaí";"6";"2022";0;0;3
51;24;3;"Paracambi";"6";"2022";0;0;3
52;20;3;"Nova Iguaçu";"6";"2022";0;2;3
53;20;3;"Mesquita";"6";"2022";1;1;3
54;39;3;"Belford Roxo";"6";"2022";0;1;3
55;24;3;"Queimados";"6";"2022";0;0;3
56;20;3;"Nova Iguaçu";"6";"2022";1;0;3
57;20;3;"Nilópolis";"6";"2022";0;0;3
58;20;3;"Nova Iguaçu";"6";"2022";0;1;3
59;15;3;"Duque de Caxias";"6";"2022";0;1;3
60;15;3;"Duque de Caxias";"6";"2022";0;1;3
61;15;3;"Duque de Caxias";"6";"2022";0;0;3
62;15;3;"Duque de Caxias";"6";"2022";0;0;3
63;24;3;"Japeri";"6";"2022";0;0;3
64;21;3;"São João de Meriti";"6";"2022";0;0;3
65;34;3;"Magé";"6";"2022";0;0;3
66;34;3;"Magé";"6";"2022";0;0;3
67;34;3;"Guapimirim";"6";"2022";0;0;3
70;35;4;"Tanguá";"6";"2022";0;0;3
71;35;4;"Itaboraí";"6";"2022";0;0;3
72;7;4;"São Gonçalo";"6";"2022";0;0;3
73;7;4;"São Gonçalo";"6";"2022";1;0;3
74;7;4;"São Gonçalo";"6";"2022";0;0;3
75;7;4;"São Gonçalo";"6";"2022";0;1;3
76;12;4;"Niterói";"6";"2022";0;0;3
77;12;4;"Niterói";"6";"2022";0;0;3
78;12;4;"Niterói";"6";"2022";0;0;3
79;12;4;"Niterói";"6";"2022";0;0;3
81;12;4;"Niterói";"6";"2022";0;0;3
82;12;4;"Maricá";"6";"2022";0;0;3
88;10;5;"Barra do Piraí";"6";"2022";0;0;3
89;37;5;"Resende";"6";"2022";0;0;3
90;28;5;"Barra Mansa";"6";"2022";0;0;3
91;10;5;"Valença";"6";"2022";0;0;3
92;10;5;"Rio das Flores";"6";"2022";0;0;3
93;28;5;"Volta Redonda";"6";"2022";0;0;3
94;10;5;"Piraí";"6";"2022";0;0;3
95;10;5;"Vassouras";"6";"2022";0;0;3
96;10;5;"Miguel Pereira";"6";"2022";0;1;3
96;10;5;"Paty do Alferes";"6";"2022";0;0;3
97;10;5;"Mendes";"6";"2022";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"6";"2022";0;0;3
99;37;5;"Itatiaia";"6";"2022";0;0;3
100;37;5;"Porto Real";"6";"2022";0;0;3
100;37;5;"Quatis";"6";"2022";0;0;3
101;28;5;"Pinheiral";"6";"2022";0;0;3
104;30;7;"São José do Vale do Rio Preto";"6";"2022";0;0;3
105;26;7;"Petrópolis";"6";"2022";0;1;3
106;26;7;"Petrópolis";"6";"2022";0;0;3
107;38;7;"Paraíba do Sul";"6";"2022";0;0;3
108;38;7;"Areal";"6";"2022";0;0;3
108;38;7;"Comendador Levy Gasparian";"6";"2022";0;0;3
108;38;7;"Três Rios";"6";"2022";0;0;3
109;38;7;"Sapucaia";"6";"2022";0;0;3
110;30;7;"Teresópolis";"6";"2022";1;0;3
111;30;7;"Sumidouro";"6";"2022";0;0;3
112;30;7;"Carmo";"6";"2022";0;0;3
118;25;4;"Araruama";"6";"2022";0;0;3
119;35;4;"Rio Bonito";"6";"2022";0;0;3
120;35;4;"Silva Jardim";"6";"2022";0;0;3
121;32;6;"Casimiro de Abreu";"6";"2022";0;0;3
122;32;6;"Conceição de Macabu";"6";"2022";0;0;3
123;32;6;"Macaé";"6";"2022";0;0;3
124;25;4;"Saquarema";"6";"2022";0;1;3
125;25;4;"São Pedro da Aldeia";"6";"2022";0;0;3
126;25;4;"Cabo Frio";"6";"2022";0;1;3
127;25;4;"Armação dos Búzios";"6";"2022";0;0;3
128;32;6;"Rio das Ostras";"6";"2022";0;0;3
129;25;4;"Iguaba Grande";"6";"2022";0;0;3
130;32;6;"Carapebus";"6";"2022";0;0;3
130;32;6;"Quissamã";"6";"2022";0;0;3
132;25;4;"Arraial do Cabo";"6";"2022";0;0;3
134;8;6;"Campos dos Goytacazes";"6";"2022";0;0;3
135;36;6;"Itaocara";"6";"2022";0;0;3
136;36;6;"Aperibé";"6";"2022";0;0;3
136;36;6;"Santo Antônio de Pádua";"6";"2022";0;0;3
137;36;6;"Miracema";"6";"2022";0;0;3
138;29;6;"Laje do Muriaé";"6";"2022";0;0;3
139;29;6;"Porciúncula";"6";"2022";0;0;3
140;29;6;"Natividade";"6";"2022";0;0;3
140;29;6;"Varre-Sai";"6";"2022";0;0;3
141;8;6;"São Fidélis";"6";"2022";0;0;3
142;36;6;"Cambuci";"6";"2022";0;0;3
143;29;6;"Itaperuna";"6";"2022";0;0;3
143;29;6;"São José de Ubá";"6";"2022";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"6";"2022";0;0;3
145;8;6;"São João da Barra";"6";"2022";0;0;3
146;8;6;"Campos dos Goytacazes";"6";"2022";0;0;3
147;8;6;"São Francisco de Itabapoana";"6";"2022";0;0;3
148;29;6;"Cardoso Moreira";"6";"2022";0;0;3
148;29;6;"Italva";"6";"2022";0;0;3
151;11;7;"Nova Friburgo";"6";"2022";0;0;3
152;11;7;"Duas Barras";"6";"2022";0;0;3
153;11;7;"Cantagalo";"6";"2022";0;0;3
154;11;7;"Cordeiro";"6";"2022";0;0;3
154;11;7;"Macuco";"6";"2022";0;2;3
155;36;6;"São Sebastião do Alto";"6";"2022";0;0;3
156;11;7;"Santa Maria Madalena";"6";"2022";0;0;3
157;11;7;"Trajano de Moraes";"6";"2022";0;0;3
158;11;7;"Bom Jardim";"6";"2022";0;0;3
159;35;4;"Cachoeiras de Macacu";"6";"2022";0;0;3
165;33;5;"Mangaratiba";"6";"2022";0;0;3
166;33;5;"Angra dos Reis";"6";"2022";1;0;3
167;33;5;"Paraty";"6";"2022";0;0;3
168;28;5;"Rio Claro";"6";"2022";0;0;3
1;5;1;"Rio de Janeiro";"5";"2022";0;0;3
4;5;1;"Rio de Janeiro";"5";"2022";0;0;3
5;5;1;"Rio de Janeiro";"5";"2022";0;0;3
6;4;1;"Rio de Janeiro";"5";"2022";0;0;3
7;5;1;"Rio de Janeiro";"5";"2022";0;0;3
9;2;1;"Rio de Janeiro";"5";"2022";0;0;3
10;2;1;"Rio de Janeiro";"5";"2022";0;0;3
11;23;1;"Rio de Janeiro";"5";"2022";0;0;3
12;19;1;"Rio de Janeiro";"5";"2022";0;1;3
13;19;1;"Rio de Janeiro";"5";"2022";0;0;3
14;23;1;"Rio de Janeiro";"5";"2022";0;0;3
15;23;1;"Rio de Janeiro";"5";"2022";0;0;3
16;31;2;"Rio de Janeiro";"5";"2022";0;1;3
17;4;1;"Rio de Janeiro";"5";"2022";0;0;3
18;6;1;"Rio de Janeiro";"5";"2022";0;0;3
19;6;1;"Rio de Janeiro";"5";"2022";0;2;3
20;6;1;"Rio de Janeiro";"5";"2022";0;0;3
21;22;1;"Rio de Janeiro";"5";"2022";0;1;3
22;16;1;"Rio de Janeiro";"5";"2022";0;0;3
23;3;1;"Rio de Janeiro";"5";"2022";0;0;3
24;3;1;"Rio de Janeiro";"5";"2022";0;0;3
25;3;1;"Rio de Janeiro";"5";"2022";0;0;3
26;3;1;"Rio de Janeiro";"5";"2022";0;0;3
27;41;2;"Rio de Janeiro";"5";"2022";0;0;3
28;18;2;"Rio de Janeiro";"5";"2022";0;0;3
29;9;2;"Rio de Janeiro";"5";"2022";0;0;3
30;9;2;"Rio de Janeiro";"5";"2022";0;0;3
31;41;2;"Rio de Janeiro";"5";"2022";0;0;3
32;18;2;"Rio de Janeiro";"5";"2022";0;1;3
33;14;2;"Rio de Janeiro";"5";"2022";0;0;3
34;14;2;"Rio de Janeiro";"5";"2022";1;0;3
35;40;2;"Rio de Janeiro";"5";"2022";0;0;3
36;27;2;"Rio de Janeiro";"5";"2022";0;0;3
37;17;1;"Rio de Janeiro";"5";"2022";0;0;3
38;16;1;"Rio de Janeiro";"5";"2022";0;0;3
39;41;2;"Rio de Janeiro";"5";"2022";0;0;3
40;9;2;"Rio de Janeiro";"5";"2022";0;0;3
41;18;2;"Rio de Janeiro";"5";"2022";0;0;3
42;31;2;"Rio de Janeiro";"5";"2022";0;0;3
43;27;2;"Rio de Janeiro";"5";"2022";0;0;3
44;3;1;"Rio de Janeiro";"5";"2022";0;0;3
48;24;3;"Seropédica";"5";"2022";0;0;3
50;24;3;"Itaguaí";"5";"2022";0;0;3
51;24;3;"Paracambi";"5";"2022";0;0;3
52;20;3;"Nova Iguaçu";"5";"2022";0;0;3
53;20;3;"Mesquita";"5";"2022";0;2;3
54;39;3;"Belford Roxo";"5";"2022";0;0;3
55;24;3;"Queimados";"5";"2022";0;0;3
56;20;3;"Nova Iguaçu";"5";"2022";0;0;3
57;20;3;"Nilópolis";"5";"2022";0;0;3
58;20;3;"Nova Iguaçu";"5";"2022";1;1;3
59;15;3;"Duque de Caxias";"5";"2022";0;0;3
60;15;3;"Duque de Caxias";"5";"2022";0;0;3
61;15;3;"Duque de Caxias";"5";"2022";0;0;3
62;15;3;"Duque de Caxias";"5";"2022";0;0;3
63;24;3;"Japeri";"5";"2022";0;0;3
64;21;3;"São João de Meriti";"5";"2022";0;0;3
65;34;3;"Magé";"5";"2022";0;0;3
66;34;3;"Magé";"5";"2022";1;0;3
67;34;3;"Guapimirim";"5";"2022";0;1;3
70;35;4;"Tanguá";"5";"2022";0;0;3
71;35;4;"Itaboraí";"5";"2022";0;1;3
72;7;4;"São Gonçalo";"5";"2022";0;0;3
73;7;4;"São Gonçalo";"5";"2022";0;0;3
74;7;4;"São Gonçalo";"5";"2022";0;0;3
75;7;4;"São Gonçalo";"5";"2022";0;0;3
76;12;4;"Niterói";"5";"2022";0;0;3
77;12;4;"Niterói";"5";"2022";0;0;3
78;12;4;"Niterói";"5";"2022";0;0;3
79;12;4;"Niterói";"5";"2022";0;0;3
81;12;4;"Niterói";"5";"2022";0;0;3
82;12;4;"Maricá";"5";"2022";0;0;3
88;10;5;"Barra do Piraí";"5";"2022";0;0;3
89;37;5;"Resende";"5";"2022";0;0;3
90;28;5;"Barra Mansa";"5";"2022";0;1;3
91;10;5;"Valença";"5";"2022";0;0;3
92;10;5;"Rio das Flores";"5";"2022";0;0;3
93;28;5;"Volta Redonda";"5";"2022";0;0;3
94;10;5;"Piraí";"5";"2022";0;0;3
95;10;5;"Vassouras";"5";"2022";0;0;3
96;10;5;"Miguel Pereira";"5";"2022";0;0;3
96;10;5;"Paty do Alferes";"5";"2022";0;0;3
97;10;5;"Mendes";"5";"2022";0;0;3
98;10;5;"Engenheiro Paulo de Frontin";"5";"2022";0;0;3
99;37;5;"Itatiaia";"5";"2022";0;0;3
100;37;5;"Porto Real";"5";"2022";0;0;3
100;37;5;"Quatis";"5";"2022";0;0;3
101;28;5;"Pinheiral";"5";"2022";0;0;3
104;30;7;"São José do Vale do Rio Preto";"5";"2022";0;0;3
105;26;7;"Petrópolis";"5";"2022";0;1;3
106;26;7;"Petrópolis";"5";"2022";0;0;3
107;38;7;"Paraíba do Sul";"5";"2022";0;0;3
108;38;7;"Areal";"5";"2022";0;0;3
108;38;7;"Comendador Levy Gasparian";"5";"2022";0;0;3
108;38;7;"Três Rios";"5";"2022";0;0;3
109;38;7;"Sapucaia";"5";"2022";0;0;3
110;30;7;"Teresópolis";"5";"2022";0;0;3
111;30;7;"Sumidouro";"5";"2022";0;0;3
112;30;7;"Carmo";"5";"2022";0;0;3
118;25;4;"Araruama";"5";"2022";0;0;3
119;35;4;"Rio Bonito";"5";"2022";0;0;3
120;35;4;"Silva Jardim";"5";"2022";0;1;3
121;32;6;"Casimiro de Abreu";"5";"2022";0;2;3
122;32;6;"Conceição de Macabu";"5";"2022";0;0;3
123;32;6;"Macaé";"5";"2022";0;0;3
124;25;4;"Saquarema";"5";"2022";0;0;3
125;25;4;"São Pedro da Aldeia";"5";"2022";0;0;3
126;25;4;"Cabo Frio";"5";"2022";0;0;3
127;25;4;"Armação dos Búzios";"5";"2022";0;1;3
128;32;6;"Rio das Ostras";"5";"2022";0;0;3
129;25;4;"Iguaba Grande";"5";"2022";0;0;3
130;32;6;"Carapebus";"5";"2022";0;0;3
130;32;6;"Quissamã";"5";"2022";0;0;3
132;25;4;"Arraial do Cabo";"5";"2022";0;0;3
134;8;6;"Campos dos Goytacazes";"5";"2022";0;0;3
135;36;6;"Itaocara";"5";"2022";0;0;3
136;36;6;"Aperibé";"5";"2022";0;0;3
136;36;6;"Santo Antônio de Pádua";"5";"2022";0;0;3
137;36;6;"Miracema";"5";"2022";0;0;3
138;29;6;"Laje do Muriaé";"5";"2022";0;0;3
139;29;6;"Porciúncula";"5";"2022";0;0;3
140;29;6;"Natividade";"5";"2022";0;0;3
140;29;6;"Varre-Sai";"5";"2022";0;0;3
141;8;6;"São Fidélis";"5";"2022";0;0;3
142;36;6;"Cambuci";"5";"2022";0;0;3
143;29;6;"Itaperuna";"5";"2022";0;0;3
143;29;6;"São José de Ubá";"5";"2022";0;0;3
144;29;6;"Bom Jesus do Itabapoana";"5";"2022";0;0;3
145;8;6;"São João da Barra";"5";"2022";0;1;3
146;8;6;"Campos dos Goytacazes";"5";"2022";0;0;3
147;8;6;"São Francisco de Itabapoana";"5";"2022";0;0;3
148;29;6;"Cardoso Moreira";"5";"2022";0;0;3
148;29;6;"Italva";"5";"2022";0;0;3
151;11;7;"Nova Friburgo";"5";"2022";0;0;3
152;11;7;"Duas Barras";"5";"2022";0;1;3
